,Algo1,Algo2,Algo3,Algo4,AlgoCheat1,AlgoCheat2,AlgoCheat3,AlgoComp1,s3
10,0.0032543000000000433,0.0026927999999997176,4.719999999913682e-05,0.00015460000000011576,0.0009428999999991916,0.0036895000000001232,0.00029539999999972366,7.010000000029493e-05,2.5999999992976086e-06
11,0.0037493000000001775,0.0030090000000000394,5.0900000000630996e-05,0.00029460000000014475,0.0009762000000002047,0.0030858000000000274,0.00033420000000017325,7.770000000029142e-05,2.000000000279556e-06
12,0.004621999999999904,0.003259799999999924,5.650000000034794e-05,0.0001870000000003813,0.0011143000000002345,0.004304499999999933,0.0003830999999996365,8.379999999963417e-05,2.19999999995224e-06
13,0.0036271999999999416,0.0035252999999997314,8.189999999963504e-05,0.00017220000000062186,0.0011955999999999634,0.004542099999999216,0.0004129999999999967,0.00015229999999988308,3.200000000092018e-06
14,0.003508899999999926,0.0038279999999999426,6.4000000000064e-05,0.00018420000000052283,0.001642200000000038,0.0036458000000001434,0.00039419999999967814,9.879999999995448e-05,4.099999999951365e-06
15,0.00363800000000003,0.0049304000000001125,6.810000000001537e-05,0.0001921999999998647,0.001390699999999967,0.0038333999999995427,0.0006766999999996415,0.0001635999999995974,2.400000000513103e-06
16,0.0038148999999998434,0.004605500000000262,7.219999999996674e-05,0.00020620000000004524,0.0013902000000003412,0.004103399999999979,0.0006317999999998491,0.00011469999999924596,2.9000000001389026e-06
17,0.006087100000000012,0.006635199999999841,8.039999999986946e-05,0.0002120999999997153,0.0012375000000002245,0.004379000000000133,0.0005829999999997781,0.00017050000000029542,2.7999999998584713e-06
18,0.005952600000000086,0.005170299999999628,8.690000000033393e-05,0.00024049999999942173,0.0013841000000001102,0.005363700000000193,0.0006310999999996625,0.00020660000000027878,3.200000000092018e-06
19,0.00489610000000007,0.005171000000000259,8.819999999953865e-05,0.00024159999999984194,0.0013490000000002667,0.006082399999999488,0.0006268000000000384,0.00013359999999984495,3.4000000006528808e-06
20,0.004954600000000031,0.00539909999999999,9.290000000028442e-05,0.0002665999999997837,0.001440300000000505,0.006846000000000352,0.0006805999999999202,0.00017500000000048033,3.000000000419334e-06
21,0.005120600000000142,0.006665700000000108,0.00010010000000004737,0.0002756000000001535,0.001463799999999793,0.007045599999999652,0.000714699999999624,0.00024209999999946774,2.9999999995311555e-06
22,0.0064280000000001,0.007870800000000067,0.00010210000000032693,0.0003027000000006552,0.0015670999999999324,0.007317099999999854,0.0010064999999999102,0.00022009999999994534,3.099999999811587e-06
23,0.006407900000000133,0.007016399999999923,0.0001078000000003243,0.0003010000000003288,0.001586999999999783,0.005951999999999735,0.0009348000000004575,0.0001630999999999716,3.3000000003724494e-06
24,0.006062800000000035,0.00660129999999981,0.00011870000000069325,0.0003240999999993832,0.0017192000000001428,0.006214900000000689,0.0008375999999996608,0.0002165999999999002,3.3000000003724494e-06
25,0.0076953000000001825,0.006774099999999894,0.000128000000000128,0.00035779999999974166,0.0017548999999998927,0.00946169999999924,0.0010512000000000299,0.0002713999999999217,3.5000000000451337e-06
26,0.007900500000000088,0.0072478000000000264,0.00020489999999995234,0.0003279999999996619,0.00188379999999988,0.00874739999999985,0.0008718999999999255,0.0003035999999996264,3.600000000325565e-06
27,0.00760279999999991,0.007366600000000112,0.00013100000000054735,0.0003438000000004493,0.0019317000000000917,0.0070782000000004786,0.0010576999999996062,0.0005351999999998469,3.600000000325565e-06
28,0.007208300000000056,0.007821199999999973,0.0001302999999994725,0.0003989000000004239,0.0019457999999996645,0.007259699999999647,0.0011708000000005825,0.0003567999999996019,3.9999999996709334e-06
29,0.007384000000000057,0.013321700000000103,0.00013679999999993697,0.00035939999999978767,0.0020447999999992916,0.007741499999999846,0.001045399999999752,0.00034939999999927807,3.899999999390502e-06
30,0.008390300000000073,0.008675800000000233,0.00013839999999998298,0.00037460000000066884,0.0022749000000006347,0.009624899999999492,0.0010753999999995045,0.00036229999999992657,3.9999999996709334e-06
31,0.008235299999999945,0.008967900000000029,0.00014380000000002724,0.00041359999999990293,0.002176399999999745,0.009223699999999724,0.0012100000000003774,0.0003631999999997859,4.200000000231796e-06
32,0.007720300000000124,0.010710600000000348,0.0001509999999997902,0.00041470000000032314,0.002298699999999876,0.01082210000000039,0.0011372999999998967,0.0003471999999993258,4.300000000512227e-06
33,0.007988100000000165,0.011224100000000181,0.00015289999999978932,0.00042279999999994544,0.0023604999999999876,0.009239799999999576,0.0011596999999996527,0.00044639999999951385,4.299999999624049e-06
34,0.00834950000000001,0.013025999999999982,0.00015570000000053597,0.00043299999999923955,0.0025161999999996354,0.009421699999999866,0.0011935000000002915,0.00047059999999987667,4.500000000184912e-06
35,0.00879310000000011,0.013175399999999726,0.00016210000000072,0.00044510000000030914,0.002477600000000635,0.008957800000000127,0.0013431999999999888,0.0004103999999998109,4.5999999995771645e-06
36,0.009047199999999922,0.010207400000000089,0.0001617999999998787,0.0004692999999997838,0.0025504999999999,0.011817600000000539,0.0010710999999998805,0.00048149999999935744,4.700000000745774e-06
37,0.009600800000000076,0.010763299999999809,0.00016529999999992384,0.0004724999999998758,0.004536899999999733,0.010403100000000443,0.0010899999999995913,0.0008097999999998606,4.89999999953028e-06
38,0.009194900000000006,0.013577300000000125,0.00017759999999977794,0.00048389999999987054,0.002692899999999554,0.013106699999999805,0.0011440999999994261,0.00047890000000005983,5.00000000069889e-06
39,0.011020299999999983,0.01379039999999998,0.00018079999999986995,0.00048820000000038277,0.0027740999999998905,0.012468000000000146,0.0011608000000000729,0.0004897000000001483,5.200000000371574e-06
40,0.011909200000000064,0.0145092,0.00019180000000051933,0.0004958999999997715,0.00298670000000012,0.011636600000000108,0.0011559999999999349,0.0006620000000001625,5.299999999763827e-06
41,0.013545600000000046,0.013646500000000117,0.00023920000000021702,0.0006031999999995818,0.002923599999999915,0.013573899999999917,0.001171499999999881,0.0009795999999999694,5.400000000044258e-06
42,0.011875499999999928,0.014497500000000052,0.00022529999999942874,0.0005235000000007872,0.0030690000000008766,0.013696000000000375,0.0012398999999998495,0.0005996999999995367,5.400000000044258e-06
43,0.010922399999999888,0.013413700000000084,0.00018609999999963378,0.0005652000000004875,0.002982499999999888,0.014092499999999397,0.0011831000000004366,0.0007103000000006077,5.600000000605121e-06
44,0.013572700000000104,0.014566200000000418,0.00018079999999986995,0.0005733999999995021,0.0031129999999999214,0.013402399999999481,0.0012482999999994249,0.0005834000000000117,5.699999999997374e-06
45,0.01291410000000015,0.012677099999999886,0.00019189999999991159,0.000569899999999457,0.003163599999999711,0.014221499999999665,0.001301100000000055,0.0005690000000004858,5.699999999997374e-06
46,0.011377900000000052,0.0176558,0.00015620000000016177,0.000596800000000286,0.0032284999999996344,0.0127556000000002,0.0013678999999999775,0.0005883000000004301,7.999999999341867e-06
47,0.011687100000000061,0.0218746000000003,0.0002443999999997004,0.000597899999999818,0.003306199999999926,0.014264600000000627,0.0013462000000004082,0.0005519000000004937,6.000000000838668e-06
48,0.015476299999999998,0.01637310000000003,0.00024400000000035504,0.0006013999999998632,0.0034292999999996354,0.015965200000000124,0.002237899999999904,0.0006225999999998066,6.100000000230921e-06
49,0.01394390000000012,0.02113290000000001,0.00016630000000006362,0.0006249999999994316,0.0036708999999994774,0.01566370000000017,0.002048600000000178,0.0006117999999997181,6.299999999903605e-06
50,0.01246820000000004,0.0174755000000002,0.00023160000000022052,0.0006157999999993891,0.0035452999999998625,0.012913799999999753,0.0017177999999997695,0.0005813999999997321,6.400000000184036e-06
51,0.023272699999999924,0.021614699999999765,0.00022829999999984807,0.0006621999999998351,0.0036997999999996978,0.013253500000000251,0.0018732999999997446,0.0007087999999999539,6.5999999998567205e-06
52,0.014044200000000062,0.014959399999999956,0.0002120999999997153,0.0006427000000002181,0.00407370000000018,0.015212199999999676,0.002326400000000284,0.000703200000000237,6.5999999998567205e-06
53,0.022404300000000044,0.023164100000000243,0.00021300000000046282,0.0006978000000001927,0.0037896000000001706,0.01395780000000002,0.0023887000000000214,0.0006661000000001138,6.700000000137152e-06
54,0.015822699999999967,0.01895789999999975,0.00019290000000005136,0.0006710999999999245,0.0038482000000001904,0.015996900000000203,0.0018269000000001867,0.0008701000000002068,7.000000000090267e-06
55,0.018308299999999944,0.02376669999999992,0.00018440000000019552,0.0007284999999992436,0.0039381000000000554,0.014416399999999996,0.0017755999999993222,0.0007095000000001406,6.899999999809836e-06
56,0.014484500000000011,0.02449749999999984,0.00018440000000019552,0.0007985999999995386,0.003996400000000122,0.014445699999999562,0.0019236000000004694,0.0007215999999994338,7.100000000370699e-06
57,0.018077700000000085,0.02533580000000013,0.00018890000000038043,0.0008477000000004509,0.004123099999999269,0.019769799999999726,0.0017019999999998703,0.0007310999999994294,7.300000000043383e-06
58,0.016296099999999925,0.02623389999999981,0.00019789999999986208,0.0008311000000000845,0.004111299999999929,0.015293699999999966,0.0018183000000000504,0.000742699999999985,7.400000000323814e-06
59,0.014620700000000042,0.022328600000000254,0.0001955999999996294,0.0009013000000006599,0.00413619999999959,0.017189700000000308,0.001988000000000767,0.0007076000000001414,7.5999999999964984e-06
60,0.014901700000000018,0.021300399999999886,0.00020169999999986032,0.0008454000000002182,0.004524799999999551,0.015519499999999908,0.0021412000000005094,0.0006786000000005288,7.5999999999964984e-06
61,0.01876509999999998,0.022355000000000125,0.00020599999999948437,0.0007711999999999719,0.005184499999999481,0.01604829999999957,0.0023241999999994434,0.0007204999999999018,7.799999999669183e-06
62,0.020910600000000112,0.022795200000000015,0.00020720000000018501,0.000779200000000202,0.004790599999999756,0.018934400000000018,0.0022586000000002215,0.0007374000000002212,7.800000000557361e-06
63,0.01792489999999991,0.023540200000000233,0.00021219999999999573,0.0008159000000000916,0.005719299999999983,0.017624699999999827,0.002057600000000548,0.0007210000000004158,8.000000000230045e-06
64,0.01869110000000007,0.024948300000000145,0.0002556000000000225,0.0008428000000000324,0.005287400000000275,0.02007910000000024,0.001944300000000787,0.0007329000000000363,8.100000000510477e-06
65,0.01749809999999985,0.026531900000000164,0.000300500000000703,0.0008562000000003067,0.004654799999999959,0.02014579999999988,0.0018615999999997968,0.0007438000000004052,8.400000000463592e-06
66,0.01710480000000003,0.022518700000000003,0.0003041999999995326,0.0008634000000000697,0.0051176000000001665,0.017961099999999952,0.0029129999999994993,0.0007501999999997011,8.400000000463592e-06
67,0.016537000000000024,0.02815410000000007,0.0003348000000000795,0.0008492000000002164,0.005259100000000849,0.017573800000000084,0.001959200000000827,0.000762400000000163,8.399999999575414e-06
68,0.019331100000000045,0.022179599999999855,0.00031419999999915404,0.0008667999999998344,0.007107200000000091,0.021602099999999957,0.0038954000000002154,0.0008293999999997581,9.200000000042508e-06
69,0.021975599999999984,0.02392139999999987,0.00030999999999981043,0.0008616999999997432,0.007072700000000154,0.018874699999999578,0.0024749000000001686,0.0008398999999998935,8.700000000416708e-06
70,0.018210599999999966,0.020117099999999777,0.00031319999999990245,0.0008900000000000574,0.007076399999999872,0.020379799999999726,0.002078999999999276,0.0008081000000004224,9.399999999715192e-06
71,0.018872699999999965,0.024717399999999667,0.00032869999999984856,0.0009284999999996657,0.005251200000000011,0.022158499999999748,0.002149100000000459,0.0008299000000002721,9.100000000650255e-06
72,0.019803100000000073,0.02033039999999975,0.0003232999999998043,0.0009196000000004645,0.005922400000000216,0.024106399999999972,0.0022476000000004603,0.0009152999999999523,1.039999999985497e-05
73,0.023896100000000198,0.03298930000000011,0.0003373999999993771,0.0010219999999998564,0.0075256999999995244,0.02253940000000032,0.002159800000000267,0.0008390999999994264,9.300000000322939e-06
74,0.020996999999999932,0.032147700000000334,0.0003312000000006421,0.0010469000000004058,0.005900999999999712,0.02208609999999922,0.002300399999999314,0.0008385999999998006,9.300000000322939e-06
75,0.021598599999999912,0.028834299999999757,0.0003466000000003078,0.0009966999999999615,0.0052613999999993055,0.02082139999999999,0.0023724999999998886,0.0009196000000004645,9.399999999715192e-06
76,0.01968179999999986,0.04248099999999999,0.0003415999999996089,0.0009779999999999234,0.005341800000000063,0.02011089999999971,0.0023205000000006137,0.002019500000000285,9.499999999995623e-06
77,0.019003500000000173,0.0521723999999999,0.0003479999999997929,0.0010422999999999405,0.0055357999999996466,0.022680600000000162,0.002136899999999997,0.0007822000000006213,9.600000000276054e-06
78,0.02193569999999978,0.12902899999999962,0.00036360000000001946,0.0014060999999996326,0.005655499999999591,0.022632899999999623,0.0022185999999999595,0.0010313000000001793,9.799999999948739e-06
79,0.019400000000000084,0.04501989999999978,0.0003652999999994577,0.0013959000000003385,0.006034200000000212,0.023984599999999467,0.0022750999999994193,0.0010168999999997652,9.799999999948739e-06
80,0.022333099999999995,0.0318179999999999,0.0003625999999998797,0.0013056999999996322,0.0058423000000003,0.02127570000000034,0.002245900000000134,0.0014884000000003894,9.90000000022917e-06
81,0.01954950000000011,0.052461800000000114,0.0003633999999994586,0.0013193999999998596,0.005747000000000391,0.02629930000000069,0.0029341000000000506,0.0011204000000004655,1.0099999999901854e-05
82,0.024758600000000186,0.03379770000000004,0.0003983000000005177,0.0013408999999997562,0.005829499999999932,0.02244590000000013,0.0048320000000003915,0.001134999999999664,1.0200000000182285e-05
83,0.02569329999999992,0.026772399999999585,0.00038270000000029114,0.0012275000000006031,0.005915299999999846,0.02563340000000025,0.002711599999999592,0.001085100000000061,1.039999999985497e-05
84,0.02461000000000002,0.05194740000000042,0.0003899000000000541,0.0011570999999994669,0.005832499999999463,0.027448000000000583,0.002417900000000195,0.0012886999999999205,1.0500000000135401e-05
85,0.023355000000000015,0.028246900000000075,0.00041889999999966676,0.001116299999999626,0.006014699999999706,0.026804199999999945,0.0025998999999998773,0.0016001000000001042,1.0599999999527654e-05
86,0.022751500000000036,0.031584399999999846,0.0004056999999999533,0.0013426000000000826,0.006057099999999593,0.024216999999999267,0.002488600000000396,0.0011469000000001728,1.0699999999808085e-05
87,0.02644970000000013,0.033047000000000715,0.00040189999999995507,0.0011527999999998428,0.006433200000000028,0.03427869999999977,0.0024566999999997563,0.0011670999999999765,1.0800000000088517e-05
88,0.026231000000000115,0.030247199999999808,0.00041729999999962075,0.0011558000000002622,0.006405899999999853,0.028897399999999962,0.0025897999999999755,0.0010855000000002946,1.0900000000368948e-05
89,0.025117000000000278,0.03307899999999986,0.0004192999999999003,0.0011627999999994643,0.006182599999999816,0.03371630000000003,0.002796299999999974,0.0012710000000000221,1.1100000000041632e-05
90,0.02943629999999997,0.03315800000000024,0.00042169999999952523,0.0011460999999997057,0.006336400000000353,0.050060100000000496,0.0025734999999995622,0.0010759000000000185,1.1199999999433885e-05
91,0.028334300000000034,0.03296709999999958,0.0004267999999996164,0.0011881000000002473,0.006579000000000335,0.03134580000000042,0.0026409999999996714,0.0012743000000003946,1.1299999999714316e-05
92,0.023256400000000177,0.028410100000000327,0.0004200999999994792,0.0011670999999999765,0.0065157999999998495,0.03538619999999959,0.002909199999999501,0.0012695000000002565,1.1299999999714316e-05
93,0.028222799999999992,0.03498010000000029,0.00041970000000013385,0.0012102999999994424,0.006664499999999407,0.02814810000000012,0.003737200000000662,0.0012878000000000611,1.1500000000275179e-05
94,0.026219599999999676,0.0285972000000001,0.0004327000000001746,0.0011727999999999739,0.00715169999999965,0.02763250000000017,0.00313659999999949,0.0012761999999995055,1.160000000055561e-05
95,0.02534269999999994,0.02823829999999994,0.0004355000000000331,0.001202400000000381,0.007351700000000072,0.03600149999999935,0.005738000000000021,0.0013106000000000506,1.1900000000508726e-05
96,0.02351139999999985,0.028359000000000023,0.00044929999999965275,0.0012255000000003236,0.006650199999999273,0.03234270000000006,0.003402700000000536,0.0013206999999999525,1.210000000018141e-05
97,0.02915100000000015,0.035327300000000506,0.0004480999999998403,0.0012454000000001741,0.007933399999999757,0.02928480000000011,0.004131000000000107,0.0013409000000006444,1.1899999999620547e-05
98,0.02778360000000024,0.03659920000000039,0.00047309999999978203,0.0012933000000003858,0.0070605999999999725,0.028159500000000115,0.003483000000000125,0.0013572999999995616,1.210000000018141e-05
99,0.0274709999999998,0.03680899999999987,0.000481899999999591,0.001322199999999718,0.0068347000000006375,0.03148729999999933,0.0035376000000004737,0.0013607000000002145,1.2199999999573663e-05
